Date ,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Date 
19/1/2025,-3.5,-5.8,84,22,2.4,99.38,19/1/2025
19/1/2025,-3.3,-5.6,84,24,4.8,99.22,19/1/2025
19/1/2025,-3.6,-5.7,85,24,3.2,98.98,19/1/2025
19/1/2025,-2.9,-4.9,86,26,2.8,98.71,19/1/2025
19/1/2025,-1.6,-3.2,89,17,3.2,98.47,19/1/2025
19/1/2025,-0.6,-2.1,90,7,2.8,98.32,19/1/2025
19/1/2025,2.1,0.7,90,11,8,98.31,19/1/2025
19/1/2025,3.7,-2.1,66,83,25,98.36,19/1/2025
19/1/2025,0.5,-4,72,70,25,98.62,19/1/2025
19/1/2025,-3.5,-8.2,70,57,25,99,19/1/2025
19/1/2025,-6.1,-10.9,69,48,25,99.36,19/1/2025
19/1/2025,-7.7,-12.4,69,46,19.3,99.7,19/1/2025
19/1/2025,-8.5,-13.9,65,39,19.3,100,19/1/2025
19/1/2025,-9.8,-15.4,64,39,19.3,100.22,19/1/2025
19/1/2025,-10.9,-16.6,63,35,24.1,100.43,19/1/2025
19/1/2025,-11.2,-17.2,61,43,24.1,100.65,19/1/2025
19/1/2025,-11.2,-17.2,61,35,24.1,100.78,19/1/2025
19/1/2025,-11.1,-17.7,58,39,24.1,100.92,19/1/2025
19/1/2025,-11,-17.8,57,37,24.1,101,19/1/2025
19/1/2025,-10.6,-17.8,55,32,24.1,101.09,19/1/2025
19/1/2025,-10.3,-17.6,55,28,48.3,101.19,19/1/2025
19/1/2025,-10.4,-18,54,30,48.3,101.32,19/1/2025
19/1/2025,-10.6,-18.4,53,26,48.3,101.45,19/1/2025
19/1/2025,-11.3,-18.8,54,26,48.3,101.54,19/1/2025
19/1/2025,-12,-18.2,60,22,25,101.67,19/1/2025
19/1/2025,-12.7,-18.7,61,22,25,101.78,19/1/2025
19/1/2025,-13.4,-19.2,62,17,25,101.83,19/1/2025
19/1/2025,-13.7,-19.3,63,17,25,101.89,19/1/2025
19/1/2025,-14.2,-19.8,62,13,25,101.92,19/1/2025
19/1/2025,-14.9,-19.9,66,6,25,101.93,19/1/2025
19/1/2025,-16.6,-20.9,69,7,25,101.94,19/1/2025
19/1/2025,-15.2,-18.4,76,4,25,101.89,19/1/2025
19/1/2025,-14.3,-17.4,77,6,25,101.86,19/1/2025
19/1/2025,-18,-21.6,73,6,25,101.83,19/1/2025
19/1/2025,-15.4,-18.3,78,7,25,101.81,19/1/2025
19/1/2025,-16.6,-19.9,76,6,25,101.85,19/1/2025
19/1/2025,-15.3,-19.7,69,6,25,101.83,19/1/2025
19/1/2025,-14.6,-19.2,68,6,24.1,101.84,19/1/2025
19/1/2025,-13.7,-18.4,68,19,48.3,101.84,19/1/2025
19/1/2025,-12.7,-17.2,69,17,48.3,101.73,19/1/2025
19/1/2025,-11.7,-17.2,64,20,48.3,101.68,19/1/2025
19/1/2025,-11,-16.9,62,26,48.3,101.56,19/1/2025
19/1/2025,-8.8,-15.4,59,15,48.3,101.42,19/1/2025
19/1/2025,-7.3,-14.7,55,20,48.3,101.22,19/1/2025
19/1/2025,-7,-14.9,53,20,48.3,101.03,19/1/2025
19/1/2025,-6.7,-15,52,26,48.3,100.88,19/1/2025
19/1/2025,-6.7,-14.9,52,24,24.1,100.76,19/1/2025
19/1/2025,-6.9,-14.7,54,17,24.1,100.7,19/1/2025
19/1/2025,-5,-12.9,54,19,25,100.66,19/1/2025
19/1/2025,-3.6,-12.7,49,30,25,100.61,19/1/2025
19/1/2025,-3.7,-11.9,53,30,16.1,100.63,19/1/2025
19/1/2025,-5,-8.4,77,24,2,100.6,19/1/2025
19/1/2025,-4.2,-9.3,68,32,25,100.51,19/1/2025
19/1/2025,-4.1,-8.9,69,26,25,100.47,19/1/2025
19/1/2025,-4.1,-8.6,71,26,25,100.5,19/1/2025
19/1/2025,-4.1,-8.3,73,20,25,100.54,19/1/2025
19/1/2025,-3.9,-8.1,73,22,9.7,100.64,19/1/2025
19/1/2025,-4.8,-9.9,67,19,25,100.75,19/1/2025
19/1/2025,-6,-10.2,72,19,16.1,100.87,19/1/2025
19/1/2025,-6.3,-12.2,63,33,25,100.98,19/1/2025
19/1/2025,-7.6,-14.3,59,28,25,101.13,19/1/2025
19/1/2025,-8.6,-15.6,57,28,25,101.27,19/1/2025
19/1/2025,-10.4,-16.2,62,33,24.1,101.47,19/1/2025
19/1/2025,-12.2,-18.1,61,32,24.1,101.59,19/1/2025
19/1/2025,-13.7,-20.3,57,33,24.1,101.72,19/1/2025
19/1/2025,-14.2,-21.2,55,32,24.1,101.84,19/1/2025
19/1/2025,-15.2,-22.1,56,30,24.1,101.88,19/1/2025
19/1/2025,-15.8,-23.7,51,30,24.1,101.96,19/1/2025
19/1/2025,-15.5,-24.1,48,30,48.3,101.98,19/1/2025
19/1/2025,-15,-23.9,47,30,48.3,102.09,19/1/2025
19/1/2025,-14.8,-24.1,45,24,48.3,102.15,19/1/2025
19/1/2025,-15.4,-24.3,46,17,48.3,102.21,19/1/2025
19/1/2025,-15.9,-24.3,48,13,25,102.27,19/1/2025
19/1/2025,-16.3,-24.2,51,13,25,102.33,19/1/2025
19/1/2025,-16.9,-24.8,50,9,25,102.34,19/1/2025
19/1/2025,-18.5,-25.6,54,9,25,102.37,19/1/2025
19/1/2025,-18.1,-25.1,54,9,25,102.36,19/1/2025
19/1/2025,-17.4,-24.5,54,6,25,102.37,19/1/2025
19/1/2025,-16.4,-23.7,53,6,25,102.29,19/1/2025
19/1/2025,-16.1,-23.6,52,0,25,102.26,19/1/2025
19/1/2025,-15.3,-22.8,53,0,25,102.27,19/1/2025
19/1/2025,-15.9,-21.9,60,7,25,102.23,19/1/2025
19/1/2025,-15.3,-21.8,58,7,25,102.18,19/1/2025
19/1/2025,-14.8,-22.9,50,11,25,102.08,19/1/2025
19/1/2025,-14.3,-22,52,9,25,101.98,19/1/2025
19/1/2025,-13.9,-22.1,50,9,25,102.04,19/1/2025
19/1/2025,-14,-21.8,52,9,25,102.06,19/1/2025
19/1/2025,-15.9,-21,65,13,24.1,102.11,19/1/2025
19/1/2025,-16.3,-21.4,65,17,24.1,102.12,19/1/2025
19/1/2025,-15.9,-21.2,64,19,24.1,102.09,19/1/2025
19/1/2025,-14.6,-20.3,62,15,24.1,102.03,19/1/2025
19/1/2025,-13.4,-19.8,59,15,24.1,102.01,19/1/2025
19/1/2025,-12.5,-19.7,55,13,24.1,102.01,19/1/2025
19/1/2025,-11.8,-18.9,56,11,24.1,102.06,19/1/2025
19/1/2025,-11.6,-18.8,55,7,48.3,102.11,19/1/2025
19/1/2025,-12.1,-19.8,53,11,48.3,102.16,19/1/2025
19/1/2025,-13,-20.2,55,6,25,102.24,19/1/2025
19/1/2025,-13.4,-19.9,58,4,25,102.27,19/1/2025
19/1/2025,-18.5,-24.4,60,4,25,102.36,19/1/2025
19/1/2025,-16,-20.8,66,9,25,102.47,19/1/2025
19/1/2025,-17.6,-23.3,61,0,25,102.52,19/1/2025
19/1/2025,-17.4,-21.7,69,0,25,102.54,19/1/2025
19/1/2025,-18.3,-22.5,70,0,25,102.57,19/1/2025
19/1/2025,-17.5,-21.3,72,4,25,102.64,19/1/2025
19/1/2025,-18.5,-22.6,70,0,25,102.71,19/1/2025
19/1/2025,-18.4,-23,67,0,16.1,102.75,19/1/2025
19/1/2025,-17.2,-21.5,69,0,25,102.79,19/1/2025
19/1/2025,-19.5,-23.4,71,6,16.1,102.84,19/1/2025
19/1/2025,-19,-22.9,71,6,0.8,102.85,19/1/2025
19/1/2025,-18.6,-22.8,69,6,12.9,102.91,19/1/2025
19/1/2025,-18.5,-22,74,4,24.1,102.98,19/1/2025
19/1/2025,-16.2,-19.2,78,7,48.3,103.01,19/1/2025
19/1/2025,-14.5,-17.2,80,9,8,103.02,19/1/2025
19/1/2025,-13,-15.5,81,6,8,103.04,19/1/2025
19/1/2025,-11.5,-15.4,73,9,8,102.97,19/1/2025
19/1/2025,-11.2,-16,68,11,8,102.86,19/1/2025
19/1/2025,-9.4,-14.8,65,9,16.1,102.74,19/1/2025
19/1/2025,-8.7,-14.5,63,9,16.1,102.65,19/1/2025
19/1/2025,-8,-14.7,59,6,19.3,102.6,19/1/2025
19/1/2025,-9.5,-15.8,60,19,19.3,102.57,19/1/2025
19/1/2025,-10.4,-16.1,63,19,19.3,102.52,19/1/2025
19/1/2025,-10.4,-16.2,62,19,19.3,102.47,19/1/2025
19/1/2025,-12.3,-16.8,69,15,19.3,102.44,19/1/2025
19/1/2025,-12.9,-17.2,70,15,16.1,102.38,19/1/2025
19/1/2025,-13.2,-17,73,13,16.1,102.33,19/1/2025
19/1/2025,-13.3,-17.1,73,9,16.1,102.28,19/1/2025
19/1/2025,-12.9,-17,71,11,25,102.22,19/1/2025
19/1/2025,-12.9,-17.2,70,11,25,102.14,19/1/2025
19/1/2025,-13.2,-17.1,72,13,25,102.1,19/1/2025
19/1/2025,-12.1,-16,73,13,25,101.99,19/1/2025
19/1/2025,-11.2,-15.2,72,11,25,101.88,19/1/2025
19/1/2025,-9.9,-13.9,73,11,25,101.79,19/1/2025
19/1/2025,-8.8,-12.8,73,7,25,101.76,19/1/2025
19/1/2025,-8.1,-12.1,73,13,25,101.67,19/1/2025
19/1/2025,-7.2,-11.1,74,11,24.1,101.69,19/1/2025
19/1/2025,-4.9,-9.2,72,11,48.3,101.59,19/1/2025
19/1/2025,-3.6,-7.9,72,9,48.3,101.58,19/1/2025
19/1/2025,1.2,-3.2,72,11,48.3,101.49,19/1/2025
19/1/2025,2.3,-2.4,71,6,48.3,101.33,19/1/2025
19/1/2025,2.5,-1.5,75,22,48.3,101.14,19/1/2025
19/1/2025,2.7,-1.1,76,26,48.3,101.01,19/1/2025
19/1/2025,2.7,-0.9,77,30,24.1,100.86,19/1/2025
19/1/2025,3.1,-0.3,78,28,24.1,100.71,19/1/2025
19/1/2025,3.1,-0.4,78,28,16.1,100.61,19/1/2025
19/1/2025,3,1.2,88,19,4,100.54,19/1/2025
19/1/2025,3.2,1.4,88,22,8,100.43,19/1/2025
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
